"country_name","country_code","country","year","aquaculture_production_metric_tons","capture_fisheries_production_metric_tons","total_fisheries_production_metric_tons"
"El Salvador","SLV","El Salvador","1997",384,11897,12281
"El Salvador","SLV","El Salvador","1998",399,10978,11377
"El Salvador","SLV","El Salvador","1999",279,9915,10194
"El Salvador","SLV","El Salvador","2000",261,9590,9851
"El Salvador","SLV","El Salvador","2001",395,19609,20004
"El Salvador","SLV","El Salvador","2002",781,35943,36724
"El Salvador","SLV","El Salvador","2003",1131,35484,36615
"El Salvador","SLV","El Salvador","2004",2219,42415,44634
"El Salvador","SLV","El Salvador","2005",2203,41114,43317
"El Salvador","SLV","El Salvador","2006",3078,43218,46296
"El Salvador","SLV","El Salvador","2007",3734,54664,58398
"El Salvador","SLV","El Salvador","2008",3817,53287,57104
"El Salvador","SLV","El Salvador","2009",4355.71,48424,52779.71
"El Salvador","SLV","El Salvador","2010",4499.93,39583,44082.93
"El Salvador","SLV","El Salvador","2011",4883.7,54403,59286.7
"El Salvador","SLV","El Salvador","2012",5322,52060,57382
"El Salvador","SLV","El Salvador","2013",3278,52147,55425
"El Salvador","SLV","El Salvador","2014",1663,63296,64959
"El Salvador","SLV","El Salvador","2015",6742.71,54513,61255.71
"El Salvador","SLV","El Salvador","2016",7955.68,58558.09,66513.77
"El Salvador","SLV","El Salvador","2017",11027.63,59600.34,70627.97
"El Salvador","SLV","El Salvador","2018",10913.22,57131.59,68044.81
"El Salvador","SLV","El Salvador","2019",9944.05,51648.69,61592.74
"El Salvador","SLV","El Salvador","2020",8378,59674.39,68052.39
"El Salvador","SLV","El Salvador","2021",12748.85,59004.89,71753.74
"Equatorial Guinea","GNQ","Equatorial Guinea","1996",0,5040,5040
"Equatorial Guinea","GNQ","Equatorial Guinea","1997",0,6090,6090
"Equatorial Guinea","GNQ","Equatorial Guinea","1998",0,6005,6005
"Equatorial Guinea","GNQ","Equatorial Guinea","1999",0,7001,7001
"Equatorial Guinea","GNQ","Equatorial Guinea","2000",0,3634,3634
"Equatorial Guinea","GNQ","Equatorial Guinea","2001",0,3600,3600
"Equatorial Guinea","GNQ","Equatorial Guinea","2002",0,3550,3550
"Equatorial Guinea","GNQ","Equatorial Guinea","2003",0,3550,3550
"Equatorial Guinea","GNQ","Equatorial Guinea","2004",0,3500,3500
"Equatorial Guinea","GNQ","Equatorial Guinea","2005",0,3750,3750
"Equatorial Guinea","GNQ","Equatorial Guinea","2006",2,4000,4002
"Equatorial Guinea","GNQ","Equatorial Guinea","2007",2,4533,4535
"Equatorial Guinea","GNQ","Equatorial Guinea","2008",2,5400,5402
"Equatorial Guinea","GNQ","Equatorial Guinea","2009",3,7669,7672
"Equatorial Guinea","GNQ","Equatorial Guinea","2010",15,7376,7391
"Equatorial Guinea","GNQ","Equatorial Guinea","2011",17,7115,7132
"Equatorial Guinea","GNQ","Equatorial Guinea","2012",15,7834,7849
"Equatorial Guinea","GNQ","Equatorial Guinea","2013",15,6926.15,6941.15
"Equatorial Guinea","GNQ","Equatorial Guinea","2014",15,6067.92,6082.92
"Equatorial Guinea","GNQ","Equatorial Guinea","2015",15,6423.26,6438.26
"Equatorial Guinea","GNQ","Equatorial Guinea","2016",15,6455.29,6470.29
"Equatorial Guinea","GNQ","Equatorial Guinea","2017",15,6377,6392
"Equatorial Guinea","GNQ","Equatorial Guinea","2018",15,6407.61,6422.61
"Equatorial Guinea","GNQ","Equatorial Guinea","2019",15,6417.72,6432.72
"Equatorial Guinea","GNQ","Equatorial Guinea","2020",15,5958.28,5973.28
"Equatorial Guinea","GNQ","Equatorial Guinea","2021",15,6307.12,6322.12
"Eritrea","ERI","Eritrea","1996",0,3252,3252
"Eritrea","ERI","Eritrea","1997",0,1038,1038
"Eritrea","ERI","Eritrea","1998",0,1852.9,1852.9
"Eritrea","ERI","Eritrea","1999",0,6997.05,6997.05
"Eritrea","ERI","Eritrea","2000",6,12712,12718
"Eritrea","ERI","Eritrea","2001",14,8880,8894
"Eritrea","ERI","Eritrea","2002",17,7852,7869
"Eritrea","ERI","Eritrea","2003",22,6689,6711
"Eritrea","ERI","Eritrea","2004",6,7404,7410
"Eritrea","ERI","Eritrea","2005",0,4027,4027
"Eritrea","ERI","Eritrea","2006",0,8813,8813
"Eritrea","ERI","Eritrea","2007",0,2232,2232
"Eritrea","ERI","Eritrea","2008",0,1965,1965
"Eritrea","ERI","Eritrea","2009",0,3330,3330
"Eritrea","ERI","Eritrea","2010",0,3586,3586
"Eritrea","ERI","Eritrea","2011",0,2939,2939
"Eritrea","ERI","Eritrea","2012",0,3924.35,3924.35
"Eritrea","ERI","Eritrea","2013",0,3616.68,3616.68
"Eritrea","ERI","Eritrea","2014",0,3695.73,3695.73
"Eritrea","ERI","Eritrea","2015",0,6230.8,6230.8
"Eritrea","ERI","Eritrea","2016",3,3306.13,3309.13
"Eritrea","ERI","Eritrea","2017",3,3929.59,3932.59
"Eritrea","ERI","Eritrea","2018",3,5798.24,5801.24
"Eritrea","ERI","Eritrea","2019",4,5640.4,5644.4
"Eritrea","ERI","Eritrea","2020",4,5100,5104
"Eritrea","ERI","Eritrea","2021",4,4574.16,4578.16
"Estonia","EST","Estonia","1996",272,108720,108992
"Estonia","EST","Estonia","1997",260,126057,126317
"Estonia","EST","Estonia","1998",260,121594,121854
"Estonia","EST","Estonia","1999",200,113112,113312
"Estonia","EST","Estonia","2000",225,113347,113572
"Estonia","EST","Estonia","2001",467,105492,105959
"Estonia","EST","Estonia","2002",257,102365,102622
"Estonia","EST","Estonia","2003",372,80208,80580
"Estonia","EST","Estonia","2004",252,88625,88877
"Estonia","EST","Estonia","2005",555,99581,100136
"Estonia","EST","Estonia","2006",703,86884,87587
"Estonia","EST","Estonia","2007",772,99444,100216
"Estonia","EST","Estonia","2008",813,102580,103393
"Estonia","EST","Estonia","2009",653.6,98504,99157.6
"Estonia","EST","Estonia","2010",573.04,95731,96304.04
"Estonia","EST","Estonia","2011",388.34,81580,81968.34
"Estonia","EST","Estonia","2012",581.4,66613,67194.4
"Estonia","EST","Estonia","2013",733.21,69454,70187.21
"Estonia","EST","Estonia","2014",870.47,68883,69753.47
"Estonia","EST","Estonia","2015",798.7,73195,73993.7
"Estonia","EST","Estonia","2016",867.73,75656,76523.73
"Estonia","EST","Estonia","2017",870.46,82820,83690.46
"Estonia","EST","Estonia","2018",943.66,87051,87994.66
"Estonia","EST","Estonia","2019",1061.97,86755,87816.97
"Estonia","EST","Estonia","2020",1090.15,74142.44,75232.59
"Estonia","EST","Estonia","2021",849.45,72235.55,73085
"Fiji","FJI","Fiji","1996",255,26622,26877
"Fiji","FJI","Fiji","1997",365,29721,30086
"Fiji","FJI","Fiji","1998",2408,30667.61,33075.61
"Fiji","FJI","Fiji","1999",16860.02,39206,56066.02
"Fiji","FJI","Fiji","2000",6991,42366,49357
"Fiji","FJI","Fiji","2001",4927,45106,50033
"Fiji","FJI","Fiji","2002",1206,40320,41526
"Fiji","FJI","Fiji","2003",394,37237.8,37631.8
"Fiji","FJI","Fiji","2004",561.5,49632.66,50194.16
"Fiji","FJI","Fiji","2005",561.5,47390,47951.5
"Fiji","FJI","Fiji","2006",1618,48733,50351
"Fiji","FJI","Fiji","2007",830,47247,48077
"Fiji","FJI","Fiji","2008",888,46595,47483
"Fiji","FJI","Fiji","2009",670.03,46387,47057.03
"Fiji","FJI","Fiji","2010",767.5,41943,42710.5
"Fiji","FJI","Fiji","2011",646,46907,47553
"Fiji","FJI","Fiji","2012",616,46851,47467
"Fiji","FJI","Fiji","2013",371,42639,43010
"Fiji","FJI","Fiji","2014",1079,43312,44391
"Fiji","FJI","Fiji","2015",688,41266,41954
"Fiji","FJI","Fiji","2016",685,44826,45511
"Fiji","FJI","Fiji","2017",595,47500,48095
"Fiji","FJI","Fiji","2018",450,42729.41,43179.41
"Fiji","FJI","Fiji","2019",355,41698.87,42053.87
"Fiji","FJI","Fiji","2020",322.3,37462.12,37784.42
"Fiji","FJI","Fiji","2021",206.1,32874.48,33080.58
"Finland","FIN","Finland","1996",17659,179079,196738
"Finland","FIN","Finland","1997",16426,180100,196526
"Finland","FIN","Finland","1998",16024,171689,187713
"Finland","FIN","Finland","1999",15449,160568,176017
"Finland","FIN","Finland","2000",15400,156428,171828
"Finland","FIN","Finland","2001",15739,149977,165716
"Finland","FIN","Finland","2002",15132,142302,157434
"Finland","FIN","Finland","2003",12558,121874,134432
"Finland","FIN","Finland","2004",12821,135422,148243
"Finland","FIN","Finland","2005",14355,131733,146088
"Finland","FIN","Finland","2006",12891,149446,162337
"Finland","FIN","Finland","2007",13025,164677,177702
"Finland","FIN","Finland","2008",13439,148666,162105
"Finland","FIN","Finland","2009",13627,154626,168253
"Finland","FIN","Finland","2010",11772,156097,167869
"Finland","FIN","Finland","2011",11275,153702,164977
"Finland","FIN","Finland","2012",12659,162321,174980
"Finland","FIN","Finland","2013",13613,167787,181400
"Finland","FIN","Finland","2014",13465,182956,196421
"Finland","FIN","Finland","2015",14877,182865,197742
"Finland","FIN","Finland","2016",14412.17,192881,207293.17
"Finland","FIN","Finland","2017",14586.9,190625,205211.9
"Finland","FIN","Finland","2018",14163.7,175200.39,189364.09
"Finland","FIN","Finland","2019",15295.8,163917.29,179213.09
"Finland","FIN","Finland","2020",15052.9,140055,155107.9
"Finland","FIN","Finland","2021",14399.4,124971,139370.4
"France","FRA","France","1996",285526,643217.9,928743.9
"France","FRA","France","1997",287243,642478.5,929721.5
"France","FRA","France","1998",267850,610416.5,878266.5
"France","FRA","France","1999",264857,657039.8,921896.8
"France","FRA","France","2000",266802,694452.6,961254.6
"France","FRA","France","2001",251655,671905.7,923560.7
"France","FRA","France","2002",251758,701925,953683
"France","FRA","France","2003",239601,709038.7,948639.7
"France","FRA","France","2004",242167,664898.2,907065.2
"France","FRA","France","2005",244925,598482.8,843407.8
"France","FRA","France","2006",237375,595153.9,832528.9
"France","FRA","France","2007",237451,553685.7,791136.7
"France","FRA","France","2008",238248.6,500162.8,738411.4
"France","FRA","France","2009",234002,440199.3,674201.3
"France","FRA","France","2010",203409,452243.5,655652.5
"France","FRA","France","2011",193662.2,502006.02,695668.22
"France","FRA","France","2012",205151.9,473308.8,678460.7
"France","FRA","France","2013",200401.1,540519.91,740921.01
"France","FRA","France","2014",180390,548001.9,728391.9
"France","FRA","France","2015",163352.6,541593.04,704945.64
"France","FRA","France","2016",180610.8,558248.89,738859.69
"France","FRA","France","2017",188605.81,553672.21,742278.02
"France","FRA","France","2018",187465.08,578630.46,766095.54
"France","FRA","France","2019",196151.36,523735.6,719886.96
"France","FRA","France","2020",191050.44,478162.62,669213.06
"France","FRA","France","2021",198885.7,510109.6,708995.3
"Gabon","GAB","Gabon","1996",62,46113,46175
"Gabon","GAB","Gabon","1997",57,44193,44250
"Gabon","GAB","Gabon","1998",158,53754,53912
"Gabon","GAB","Gabon","1999",558,51255,51813
"Gabon","GAB","Gabon","2000",558,47826,48384
"Gabon","GAB","Gabon","2001",102,42871,42973
"Gabon","GAB","Gabon","2002",83,41570,41653
"Gabon","GAB","Gabon","2003",80,45479,45559
"Gabon","GAB","Gabon","2004",80,46072,46152
"Gabon","GAB","Gabon","2005",78,43863,43941
"Gabon","GAB","Gabon","2006",126,41521,41647
"Gabon","GAB","Gabon","2007",124,37814,37938
"Gabon","GAB","Gabon","2008",124,31326,31450
"Gabon","GAB","Gabon","2009",126,29589,29715
"Gabon","GAB","Gabon","2010",130,32692,32822
"Gabon","GAB","Gabon","2011",130,36522,36652
"Gabon","GAB","Gabon","2012",48,36500,36548
"Gabon","GAB","Gabon","2013",46,36600,36646
"Gabon","GAB","Gabon","2014",45,36855,36900
"Gabon","GAB","Gabon","2015",45,33000,33045
"Gabon","GAB","Gabon","2016",50,31000,31050
"Gabon","GAB","Gabon","2017",50,29000,29050
"Gabon","GAB","Gabon","2018",55,29000,29055
"Gabon","GAB","Gabon","2019",55,29000,29055
"Gabon","GAB","Gabon","2020",65,28880,28945
"Gabon","GAB","Gabon","2021",65,29860,29925
"Gambia, The","GMB","Gambia","1996",4,31601,31605
"Gambia, The","GMB","Gambia","1997",4,32743,32747
"Gambia, The","GMB","Gambia","1998",4,29033,29037
"Gambia, The","GMB","Gambia","1999",4,32639,32643
"Gambia, The","GMB","Gambia","2000",5,29016,29021
"Gambia, The","GMB","Gambia","2001",5,34527,34532
"Gambia, The","GMB","Gambia","2002",5,37405,37410
"Gambia, The","GMB","Gambia","2003",5,37366,37371
"Gambia, The","GMB","Gambia","2004",5,32817,32822
"Gambia, The","GMB","Gambia","2005",5,34955,34960
"Gambia, The","GMB","Gambia","2006",75,37477,37552
"Gambia, The","GMB","Gambia","2007",25,43574,43599
"Gambia, The","GMB","Gambia","2008",25,42881,42906
"Gambia, The","GMB","Gambia","2009",25,45884,45909
"Gambia, The","GMB","Gambia","2010",25,46624,46649
"Gambia, The","GMB","Gambia","2011",33,41500,41533
"Gambia, The","GMB","Gambia","2012",33,36062,36095
"Gambia, The","GMB","Gambia","2013",33,43726,43759
"Gambia, The","GMB","Gambia","2014",35,51500,51535
"Gambia, The","GMB","Gambia","2015",35,55968,56003
"Gambia, The","GMB","Gambia","2016",35,58261,58296
"Gambia, The","GMB","Gambia","2017",35,60461,60496
"Gambia, The","GMB","Gambia","2018",33,49526,49559
"Gambia, The","GMB","Gambia","2019",33,56198.66,56231.66
"Gambia, The","GMB","Gambia","2020",33,50989.79,51022.79
"Gambia, The","GMB","Gambia","2021",35,52651.97,52686.97
"Georgia","GEO","Georgia","1996",101,2453,2554
"Georgia","GEO","Georgia","1997",61,2583,2644
"Georgia","GEO","Georgia","1998",96,3001,3097
"Georgia","GEO","Georgia","1999",83,1413,1496
"Georgia","GEO","Georgia","2000",86,1791,1877
"Georgia","GEO","Georgia","2001",80,1636,1716
"Georgia","GEO","Georgia","2002",52,1811,1863
"Georgia","GEO","Georgia","2003",56,3306,3362
"Georgia","GEO","Georgia","2004",72,11988,12060
"Georgia","GEO","Georgia","2005",107,9974,10081
"Georgia","GEO","Georgia","2006",150,14746,14896
"Georgia","GEO","Georgia","2007",180,44068,44248
"Georgia","GEO","Georgia","2008",422,48443,48865
"Georgia","GEO","Georgia","2009",705,50026,50731
"Georgia","GEO","Georgia","2010",850,46049,46899
"Georgia","GEO","Georgia","2011",1000,26547,27547
"Georgia","GEO","Georgia","2012",1155,12070,13225
"Georgia","GEO","Georgia","2013",1305,15520,16825
"Georgia","GEO","Georgia","2014",1495,19020,20515
"Georgia","GEO","Georgia","2015",1655,22520,24175
"Georgia","GEO","Georgia","2016",1805,44708.69,46513.69
"Georgia","GEO","Georgia","2017",2042,137423.38,139465.38
"Georgia","GEO","Georgia","2018",2381.5,203523.5,205905
"Georgia","GEO","Georgia","2019",2444.7,251755.45,254200.15
"Georgia","GEO","Georgia","2020",2026.9,207150,209176.9
"Georgia","GEO","Georgia","2021",2790.4,217575.05,220365.45
"Germany","DEU","Germany","1996",83237,236411,319648
"Germany","DEU","Germany","1997",65433,259352,324785
"Germany","DEU","Germany","1998",73020,266087,339107
"Germany","DEU","Germany","1999",79567,237854,317421
"Germany","DEU","Germany","2000",65891,204084,269975
"Germany","DEU","Germany","2001",53409,209142,262551
"Germany","DEU","Germany","2002",49852,221772,271624
"Germany","DEU","Germany","2003",74280,257647,331927
"Germany","DEU","Germany","2004",57233,258343,315576
"Germany","DEU","Germany","2005",44685,281368,326053
"Germany","DEU","Germany","2006",35379,293037,328416
"Germany","DEU","Germany","2007",44994,290511,335505
"Germany","DEU","Germany","2008",43977,274281,318258
"Germany","DEU","Germany","2009",38907,244047,282954
"Germany","DEU","Germany","2010",40694,243146,283840
"Germany","DEU","Germany","2011",39141,233883,273024
"Germany","DEU","Germany","2012",26360,214408,240768
"Germany","DEU","Germany","2013",25289,235107,260396
"Germany","DEU","Germany","2014",26032,242743,268775
"Germany","DEU","Germany","2015",29909,261744,291653
"Germany","DEU","Germany","2016",41801,271185,312986
"Germany","DEU","Germany","2017",35979,248237,284216
"Germany","DEU","Germany","2018",34196,279213,313409
"Germany","DEU","Germany","2019",40756,224394.8,265150.8
"Germany","DEU","Germany","2020",32258,212094.57,244352.57
"Germany","DEU","Germany","2021",32649,187662.85,220311.85
"Ghana","GHA","Ghana","1996",550,476744,477294
"Ghana","GHA","Ghana","1997",400,447127,447527
"Ghana","GHA","Ghana","1998",1800,445541,447341
"Ghana","GHA","Ghana","1999",2900,496770,499670
"Ghana","GHA","Ghana","2000",5000,454346,459346
"Ghana","GHA","Ghana","2001",6000,450353,456353
"Ghana","GHA","Ghana","2002",6000,375182,381182
"Ghana","GHA","Ghana","2003",938,393547,394485
"Ghana","GHA","Ghana","2004",950,420674.4,421624.4
"Ghana","GHA","Ghana","2005",1154,381637.89,382791.89
"Ghana","GHA","Ghana","2006",2270,378642.99,380912.99
"Ghana","GHA","Ghana","2007",3820,327294.01,331114.01
"Ghana","GHA","Ghana","2008",5594,335694.14,341288.14
"Ghana","GHA","Ghana","2009",7154,304584,311738
"Ghana","GHA","Ghana","2010",10200,351458.65,361658.65
"Ghana","GHA","Ghana","2011",19092,349760.3,368852.3
"Ghana","GHA","Ghana","2012",27450,356346.57,383796.57
"Ghana","GHA","Ghana","2013",32513,289951.74,322464.74
"Ghana","GHA","Ghana","2014",38545,323585.15,362130.15
"Ghana","GHA","Ghana","2015",44610,344325.91,388935.91
"Ghana","GHA","Ghana","2016",52480,324076.57,376556.57
"Ghana","GHA","Ghana","2017",57415,368178.76,425593.76
"Ghana","GHA","Ghana","2018",76630,359977.37,436607.37
"Ghana","GHA","Ghana","2019",52360,318005.72,370365.72
"Ghana","GHA","Ghana","2020",64010,370969.15,434979.15
"Ghana","GHA","Ghana","2021",89380,392761.55,482141.55
"Greece","GRC","Greece","1996",39852,151051.2,190903.2
"Greece","GRC","Greece","1997",48838,156978.1,205816.1
"Greece","GRC","Greece","1998",59926,110146.4,170072.4
"Greece","GRC","Greece","1999",84274,120591.75,204865.75
"Greece","GRC","Greece","2000",95418,99343.7,194761.7
"Greece","GRC","Greece","2001",97512,94196.4,191708.4
"Greece","GRC","Greece","2002",87928,96078.9,184006.9
"Greece","GRC","Greece","2003",101434,93781.4,195215.4
"Greece","GRC","Greece","2004",97143,93891.4,191034.4
"Greece","GRC","Greece","2005",106208,92430.5,198638.5
"Greece","GRC","Greece","2006",113384,98239.7,211623.7
"Greece","GRC","Greece","2007",113297,96095.8,209392.8
"Greece","GRC","Greece","2008",115068,85885.3,200953.3
"Greece","GRC","Greece","2009",122011,83181.8,205192.8
"Greece","GRC","Greece","2010",121244,70179.8,191423.8
"Greece","GRC","Greece","2011",110809.1,63246.49,174055.59
"Greece","GRC","Greece","2012",110973.47,61044.2,172017.67
"Greece","GRC","Greece","2013",113999.85,64169.77,178169.62
"Greece","GRC","Greece","2014",104663,61260.7,165923.7
"Greece","GRC","Greece","2015",107161.8,65372.6,172534.4
"Greece","GRC","Greece","2016",123707.1,75533.3,199240.4
"Greece","GRC","Greece","2017",125524.7,78316,203840.7
"Greece","GRC","Greece","2018",132364.52,77714.8,210079.32
"Greece","GRC","Greece","2019",128821.58,83173,211994.58
"Greece","GRC","Greece","2020",131737.18,71476.01,203213.19
"Greece","GRC","Greece","2021",143925.57,59632,203557.57
"Grenada","GRD","Grenada","1996",0,1577,1577
"Grenada","GRD","Grenada","1997",0,1530,1530
"Grenada","GRD","Grenada","1998",0,1837,1837
"Grenada","GRD","Grenada","1999",1,1828,1829
"Grenada","GRD","Grenada","2000",4,1701,1705
"Grenada","GRD","Grenada","2001",0,2250,2250
"Grenada","GRD","Grenada","2002",0,2171,2171
"Grenada","GRD","Grenada","2003",0,2544,2544
"Grenada","GRD","Grenada","2004",0,2039,2039
"Grenada","GRD","Grenada","2005",0,2048,2048
"Grenada","GRD","Grenada","2006",0,2163,2163
"Grenada","GRD","Grenada","2007",0,2207,2207
"Grenada","GRD","Grenada","2008",0,2386,2386
"Grenada","GRD","Grenada","2009",0,2648,2648
"Grenada","GRD","Grenada","2010",0,2182,2182
"Grenada","GRD","Grenada","2011",0,2411.47,2411.47
"Grenada","GRD","Grenada","2012",0,2379.63,2379.63
"Grenada","GRD","Grenada","2013",0,2856.67,2856.67
"Grenada","GRD","Grenada","2014",0,2665,2665
"Grenada","GRD","Grenada","2015",1.4,2472.5,2473.9
"Grenada","GRD","Grenada","2016",22.6,2740.27,2762.87
"Grenada","GRD","Grenada","2017",18.5,2444.15,2462.65
"Grenada","GRD","Grenada","2018",20.5,2540.42,2560.92
"Grenada","GRD","Grenada","2019",22.5,2058.89,2081.39
"Grenada","GRD","Grenada","2020",22.5,1913.89,1936.39
"Grenada","GRD","Grenada","2021",22.5,1023.98,1046.48
"Guatemala","GTM","Guatemala","1996",3421,7653,11074
"Guatemala","GTM","Guatemala","1997",4407,6896,11303
"Guatemala","GTM","Guatemala","1998",3124,10847,13971
"Guatemala","GTM","Guatemala","1999",4850,21018,25868
"Guatemala","GTM","Guatemala","2000",3963,39203,43166
"Guatemala","GTM","Guatemala","2001",5100,29704,34804
"Guatemala","GTM","Guatemala","2002",7978,23427,31405
"Guatemala","GTM","Guatemala","2003",6346,23696,30042
"Guatemala","GTM","Guatemala","2004",4908,10012,14920
"Guatemala","GTM","Guatemala","2005",9008,18979,27987
"Guatemala","GTM","Guatemala","2006",16293,17569,33862
"Guatemala","GTM","Guatemala","2007",16400,17965,34365
"Guatemala","GTM","Guatemala","2008",18727,23291,42018
"Guatemala","GTM","Guatemala","2009",16623,20149,36772
"Guatemala","GTM","Guatemala","2010",22792.23,22332,45124.23
"Guatemala","GTM","Guatemala","2011",21468,19844.51,41312.51
"Guatemala","GTM","Guatemala","2012",17743,15291.25,33034.25
"Guatemala","GTM","Guatemala","2013",19762,17686.39,37448.39
"Guatemala","GTM","Guatemala","2014",21395,18075.6,39470.6
"Guatemala","GTM","Guatemala","2015",22247.6,15153.76,37401.36
"Guatemala","GTM","Guatemala","2016",23448.9,15981.69,39430.59
"Guatemala","GTM","Guatemala","2017",26360,15375.72,41735.72
"Guatemala","GTM","Guatemala","2018",28317,14075.13,42392.13
"Guatemala","GTM","Guatemala","2019",31000,15714.26,46714.26
"Guatemala","GTM","Guatemala","2020",33651,11489.61,45140.61
"Guatemala","GTM","Guatemala","2021",32583.45,11082.06,43665.51
"Guinea","GIN","Guinea","1996",4,63360,63364
"Guinea","GIN","Guinea","1997",0,62441,62441
"Guinea","GIN","Guinea","1998",0,69764,69764
"Guinea","GIN","Guinea","1999",0,87314,87314
"Guinea","GIN","Guinea","2000",0,91513,91513
"Guinea","GIN","Guinea","2001",0,105404,105404
"Guinea","GIN","Guinea","2002",2,93754,93756
"Guinea","GIN","Guinea","2003",2,121925,121927
"Guinea","GIN","Guinea","2004",2,97730,97732
"Guinea","GIN","Guinea","2005",100,109138,109238
"Guinea","GIN","Guinea","2006",110,104718,104828
"Guinea","GIN","Guinea","2007",110,82073,82183
"Guinea","GIN","Guinea","2008",170,94513,94683
"Guinea","GIN","Guinea","2009",177,127746,127923
"Guinea","GIN","Guinea","2010",185,113504,113689
"Guinea","GIN","Guinea","2011",187.2,184962,185149.2
"Guinea","GIN","Guinea","2012",292.5,198282,198574.5
"Guinea","GIN","Guinea","2013",322.8,230049,230371.8
"Guinea","GIN","Guinea","2014",351,207348,207699
"Guinea","GIN","Guinea","2015",409,184652,185061
"Guinea","GIN","Guinea","2016",477.8,159402,159879.8
"Guinea","GIN","Guinea","2017",572.9,321169,321741.9
"Guinea","GIN","Guinea","2018",686.6,293007,293693.6
"Guinea","GIN","Guinea","2019",806.2,359837,360643.2
"Guinea","GIN","Guinea","2020",1135,309570,310705
"Guinea","GIN","Guinea","2021",1150,325120,326270
"Guinea-Bissau","GNB","Guinea-Bissau","1996",0,7000,7000
"Guinea-Bissau","GNB","Guinea-Bissau","1997",0,7200,7200
"Guinea-Bissau","GNB","Guinea-Bissau","1998",0,6700,6700
"Guinea-Bissau","GNB","Guinea-Bissau","1999",0,6200,6200
"Guinea-Bissau","GNB","Guinea-Bissau","2000",0,6315,6315
"Guinea-Bissau","GNB","Guinea-Bissau","2001",0,6848,6848
"Guinea-Bissau","GNB","Guinea-Bissau","2002",0,7324,7324
"Guinea-Bissau","GNB","Guinea-Bissau","2003",0,6153,6153
"Guinea-Bissau","GNB","Guinea-Bissau","2004",0,6650,6650
"Guinea-Bissau","GNB","Guinea-Bissau","2005",0,6983,6983
"Guinea-Bissau","GNB","Guinea-Bissau","2006",0,7067,7067
"Guinea-Bissau","GNB","Guinea-Bissau","2007",0,6500,6500
"Guinea-Bissau","GNB","Guinea-Bissau","2008",0,6804,6804
"Guinea-Bissau","GNB","Guinea-Bissau","2009",0,6721,6721
"Guinea-Bissau","GNB","Guinea-Bissau","2010",0,6584,6584
"Guinea-Bissau","GNB","Guinea-Bissau","2011",0,6549,6549
"Guinea-Bissau","GNB","Guinea-Bissau","2012",0,8750,8750
"Guinea-Bissau","GNB","Guinea-Bissau","2013",0,11750,11750
"Guinea-Bissau","GNB","Guinea-Bissau","2014",0,15750,15750
"Guinea-Bissau","GNB","Guinea-Bissau","2015",0,21150,21150
"Guinea-Bissau","GNB","Guinea-Bissau","2016",10,28450,28460
"Guinea-Bissau","GNB","Guinea-Bissau","2017",25,38350,38375
"Guinea-Bissau","GNB","Guinea-Bissau","2018",25,52253.67,52278.67
"Guinea-Bissau","GNB","Guinea-Bissau","2019",20,60150,60170
"Guinea-Bissau","GNB","Guinea-Bissau","2020",10,62392.45,62402.45
"Guinea-Bissau","GNB","Guinea-Bissau","2021",10,63221,63231
"Guyana","GUY","Guyana","1996",250,48583,48833
"Guyana","GUY","Guyana","1997",270,53998,54268
"Guyana","GUY","Guyana","1998",300,52840,53140
"Guyana","GUY","Guyana","1999",606,53844,54450
"Guyana","GUY","Guyana","2000",605,48887,49492
"Guyana","GUY","Guyana","2001",608,53405,54013
"Guyana","GUY","Guyana","2002",608,48017,48625
"Guyana","GUY","Guyana","2003",608,59695,60303
"Guyana","GUY","Guyana","2004",608,56719,57327
"Guyana","GUY","Guyana","2005",608,53370,53978
"Guyana","GUY","Guyana","2006",660,53763,54423
"Guyana","GUY","Guyana","2007",660,47448,48108
"Guyana","GUY","Guyana","2008",292,42168,42460
"Guyana","GUY","Guyana","2009",510.96,43605,44115.96
"Guyana","GUY","Guyana","2010",487.6,45188,45675.6
"Guyana","GUY","Guyana","2011",263.1,43185,43448.1
"Guyana","GUY","Guyana","2012",261.18,53844,54105.18
"Guyana","GUY","Guyana","2013",220.65,49268,49488.65
"Guyana","GUY","Guyana","2014",367.49,37746,38113.49
"Guyana","GUY","Guyana","2015",417.64,36558,36975.64
"Guyana","GUY","Guyana","2016",336.7,42142,42478.7
"Guyana","GUY","Guyana","2017",696.27,42977,43673.27
"Guyana","GUY","Guyana","2018",306.76,41388,41694.76
"Guyana","GUY","Guyana","2019",243.02,39087,39330.02
"Guyana","GUY","Guyana","2020",137.63,39986.9,40124.53
"Guyana","GUY","Guyana","2021",141.73,34216.25,34357.98
"Haiti","HTI","Haiti","1996",0,6014,6014
"Haiti","HTI","Haiti","1997",0,6313,6313
"Haiti","HTI","Haiti","1998",0,6610,6610
"Haiti","HTI","Haiti","1999",0,7010,7010
"Haiti","HTI","Haiti","2000",12,7410,7422
"Haiti","HTI","Haiti","2001",12,7810,7822
"Haiti","HTI","Haiti","2002",12,8110,8122
"Haiti","HTI","Haiti","2003",12,8310,8322
"Haiti","HTI","Haiti","2004",32,9660,9692
"Haiti","HTI","Haiti","2005",32,11010,11042
"Haiti","HTI","Haiti","2006",32,12260,12292
"Haiti","HTI","Haiti","2007",162,13510,13672
"Haiti","HTI","Haiti","2008",162,14810,14972
"Haiti","HTI","Haiti","2009",225,16010,16235
